name,symbol,contractAddress,sessionCategory,sessionCategoryReason,marketCap,fdv,peakMarketCap,athEstimate,peakConfidence,observedAthMarketCap,volume24h,volumeField,liquidityUsd,priceUsd,priceChange24h,buys24h,sells24h,dexId,pairAddress,dexScreenerUrl,wallets,tokenCreatedAtIso,pairCreatedAtIso,firstBuyAtIso,detectedAtIso,filterReason
Everybody's profiting,PROFIT,9qVLQuJkVavcV9aM5b2z2DZGhJGnEM2MzqXK7YzFpump,NA,Classified as NA using DEX Screener pairCreatedAt,2354.91,2354.91,11326.441456894112,11326.441456894112,history,11326.441456894112,20654.61,h24,,0.000002354,-13.21,279,233,pumpfun,GkTYmHDvhz8R5zyYfBhnhR13wLPhFPvtWUZkQ4t7cvAH,https://dexscreener.com/solana/gktymhdvhz8r5zyyfbhnhr13wlphfpvtwuzkq4t7cvah,CyaE1VxvBrahnPWkqm5VsdCvyS2QmNht2UFrKJHga54o; ardinRsN1mNYVeoJWTBsWeYeXvuR9UUDGMsCDKpb6AT; 96hq1rUo5qQk26NAP7wK6VtcnZXPKbkHpdVsdGwe3Cda,,2026-07-01T21:26:39.000Z,2026-07-01T21:27:12.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 3 wallet(s); ✓ peak≈$11,326 >= floor $10,000 [history]; ✓ peak≈$11,326 <= ceiling $25,000; ✓ vol(h24)=$20,655 >= $10,000; ✓ chain=solana"
Disc,Disc,5zfoV6FYsyRS8n4hC7iyNqQyvFVNwBVn9quZFMb1pump,NA,Classified as NA using DEX Screener pairCreatedAt,2154.5,2154.5,11318.208859968625,11318.208859968625,history,11318.208859968625,46631.76,h24,,0.000002154,-56,549,533,pumpfun,hKKceYCHT7P1k69HdMPZ9xAHPf2ZJaZevV96tyE6CUb,https://dexscreener.com/solana/hkkceycht7p1k69hdmpz9xahpf2zjazevv96tye6cub,4vw54BmAogeRV3vPKWyFet5yf8DTLcREzdSzx4rw9Ud9,,2026-07-01T18:04:19.000Z,2026-07-01T18:05:22.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 1 wallet(s); ✓ peak≈$11,318 >= floor $10,000 [history]; ✓ peak≈$11,318 <= ceiling $25,000; ✓ vol(h24)=$46,632 >= $10,000; ✓ chain=solana"
Drive a funky Ehh,EHH,EDRurMNKyBtfJc2J2mDKnkLhmvK6m6f3NtrMncMVpump,NA,Classified as NA using token creation time,2276.39,2276.39,11316.74342456448,11316.74342456448,history,11316.74342456448,14593.69,h24,,0.000002276,-18.21,174,125,pumpfun,2XfbPmsoRW3MxtnfVRcbk6naft1CWcVjZCqJx9SZHVfJ,https://dexscreener.com/solana/2xfbpmsorw3mxtnfvrcbk6naft1cwcvjzcqjx9szhvfj,suqh5sHtr8HyJ7q8scBimULPkPpA557prMG47xCHQfK; FxN3VZ4BosL5urG2yoeQ156JSdmavm9K5fdLxjkPmaMR; 2fg5QD1eD7rzNNCsvnhmXFm5hqNgwTTG8p7kQ6f3rx6f,2026-07-01T23:32:00.000Z,2026-07-01T23:32:00.000Z,2026-07-01T23:32:29.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 3 wallet(s); ✓ peak≈$11,317 >= floor $10,000 [history]; ✓ peak≈$11,317 <= ceiling $25,000; ✓ vol(h24)=$14,594 >= $10,000; ✓ chain=solana"
frogcatdog,FCD,147F9DDVCvbzbMwKXdq2SrGu2YAfAc1K7ck1AZRppump,NA,Classified as NA using DEX Screener pairCreatedAt,2442.67,2442.67,11315.73802357752,11315.73802357752,history,11315.73802357752,33558.2,h24,,0.000002442,-17.44,409,368,pumpfun,WyUVwVaaxz8Z5ow8FwYdeuhAsk8AQUqjT19p8ubkPg5,https://dexscreener.com/solana/wyuvwvaaxz8z5ow8fwydeuhask8aquqjt19p8ubkpg5,suqh5sHtr8HyJ7q8scBimULPkPpA557prMG47xCHQfK; 7moqFjvm2MwAiMtCZoqYoTAPzRBxxMRT2ddyHThQuWjr; FxN3VZ4BosL5urG2yoeQ156JSdmavm9K5fdLxjkPmaMR; 2fg5QD1eD7rzNNCsvnhmXFm5hqNgwTTG8p7kQ6f3rx6f; VJSDW6S74YXR4rRR9P4xwhMvLZJQMhrUb8XMFirUsy1,,2026-07-01T18:01:04.000Z,2026-07-01T18:01:04.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 5 wallet(s); ✓ peak≈$11,316 >= floor $10,000 [history]; ✓ peak≈$11,316 <= ceiling $25,000; ✓ vol(h24)=$33,558 >= $10,000; ✓ chain=solana"
Solanus,SOLANUS,5okse4yPNTvnvHwV6QQege2yR5UZir28u3DQ7Q4Epump,NA,Classified as NA using token creation time,2227.77,2227.77,11304.140803498023,11304.140803498023,history,11304.140803498023,28836.63,h24,,0.000002227,-6.83,496,358,pumpfun,913nfsJ2JS963sygQ5yRj2QLx9A9BmH4LhuMpiRBvxFh,https://dexscreener.com/solana/913nfsj2js963sygq5yrj2qlx9a9bmh4lhumpirbvxfh,BtMBMPkoNbnLF9Xn552guQq528KKXcsNBNNBre3oaQtr; CXdZ6m2PotNq4D7zKK3af426ohGro1xingNuf68SoKmv,2026-07-01T18:18:52.000Z,2026-07-01T18:18:52.000Z,2026-07-01T18:19:00.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 2 wallet(s); ✓ peak≈$11,304 >= floor $10,000 [history]; ✓ peak≈$11,304 <= ceiling $25,000; ✓ vol(h24)=$28,837 >= $10,000; ✓ chain=solana"
fwends,fwends,GMgHGDydDGUp1EZWsYWNSD3VwNy8pUys6YP3Sr7xpump,NA,Classified as NA using DEX Screener pairCreatedAt,2177.82,2177.82,11251.17783586407,11251.17783586407,history,11251.17783586407,32152.92,h24,,0.000002177,-16.77,411,380,pumpfun,4cyetXf25aXWSvnYfup2h7qSq3WqnWzLeY5oYUB2j6yo,https://dexscreener.com/solana/4cyetxf25axwsvnyfup2h7qsq3wqnwzley5oyub2j6yo,7moqFjvm2MwAiMtCZoqYoTAPzRBxxMRT2ddyHThQuWjr; 71PCu3E4JP5RDBoY6wJteqzxkKNXLyE1byg5BTAL9UtQ; H31vEBxSJk1nQdUN11qZgZyhScyShhscKhvhZZU3dQoU,,2026-07-01T16:24:14.000Z,2026-07-01T16:24:14.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 3 wallet(s); ✓ peak≈$11,251 >= floor $10,000 [history]; ✓ peak≈$11,251 <= ceiling $25,000; ✓ vol(h24)=$32,153 >= $10,000; ✓ chain=solana"
The Runner,RUNNER,Bto1EdbqiAAH86MdeQtNB8ernXHyuPLSP9bNGTHXshr3,NA,Classified as NA using DEX Screener pairCreatedAt,2193.1,2193.1,11212.931470671032,11212.931470671032,history,11212.931470671032,34323.6,h24,,0.000002193,-25.9,395,380,pumpfun,5fhumz4gMWpGy82zBxxfysvjhauv3wzXpST2DRz28fVf,https://dexscreener.com/solana/5fhumz4gmwpgy82zbxxfysvjhauv3wzxpst2drz28fvf,CyaE1VxvBrahnPWkqm5VsdCvyS2QmNht2UFrKJHga54o; H31vEBxSJk1nQdUN11qZgZyhScyShhscKhvhZZU3dQoU,,2026-07-01T21:21:07.000Z,2026-07-01T21:21:11.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 2 wallet(s); ✓ peak≈$11,213 >= floor $10,000 [history]; ✓ peak≈$11,213 <= ceiling $25,000; ✓ vol(h24)=$34,324 >= $10,000; ✓ chain=solana"
RyanBay,RyanBay,5dSawcridt2qqLYQHo8MLyuLqFuZa99mQ33NcyaDpump,NA,Classified as NA using DEX Screener pairCreatedAt,2188.97,2188.97,11151.201830160986,11151.201830160986,history,11151.201830160986,20859.92,h24,,0.000002188,-18.45,183,202,pumpfun,61ykrRLDRZ4d3MtuwhHiR7DNeKto9Urq3LrnkN5ZQ4gM,https://dexscreener.com/solana/61ykrrldrz4d3mtuwhhir7dnekto9urq3lrnkn5zq4gm,PMJA8UQDyWTFw2Smhyp9jGA6aTaP7jKHR7BPudrgyYN; 8HeDT75s5g4CtCimH5B5nySqCiQhtWii8UnZhxBtFo38,,2026-07-01T21:28:56.000Z,2026-07-01T21:28:56.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 2 wallet(s); ✓ peak≈$11,151 >= floor $10,000 [history]; ✓ peak≈$11,151 <= ceiling $25,000; ✓ vol(h24)=$20,860 >= $10,000; ✓ chain=solana"
The Bull Game,TBG,3NFVhNn6Kd7FDH4seZGAs5Z51B9AboHFfb7g1AMUpump,NA,Classified as NA using DEX Screener pairCreatedAt,2167.94,2167.94,11107.756099423705,11107.756099423705,history,11107.756099423705,25647.01,h24,,0.000002167,-26.55,252,266,pumpfun,5FHX9EaBKRT2NJ5hCEkA3jkewyRSmtiNE8p6jqXYYVPJ,https://dexscreener.com/solana/5fhx9eabkrt2nj5hceka3jkewyrsmtine8p6jqxyyvpj,FxN3VZ4BosL5urG2yoeQ156JSdmavm9K5fdLxjkPmaMR; 2fg5QD1eD7rzNNCsvnhmXFm5hqNgwTTG8p7kQ6f3rx6f; Bi4rd5FH5bYEN8scZ7wevxNZyNmKHdaBcvewdPFxYdLt,,2026-07-01T23:19:08.000Z,2026-07-01T23:19:10.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 3 wallet(s); ✓ peak≈$11,108 >= floor $10,000 [history]; ✓ peak≈$11,108 <= ceiling $25,000; ✓ vol(h24)=$25,647 >= $10,000; ✓ chain=solana"
the apers,apers,DtGtYHcsGSxHKzAEqoWp5d9ctAjiXhh7tK7fAixSU7du,NA,Classified as NA using token creation time,2178.84,2178.84,11083.506279508862,11083.506279508862,history,11083.506279508862,14306.94,h24,,0.000002178,-26.39,102,95,pumpfun,DigzA51dFLYgtjJC7Gz8y1HzFWzQn8GHf7oqTWE5FDvg,https://dexscreener.com/solana/digza51dflygtjjc7gz8y1hzfwzqn8ghf7oqtwe5fdvg,PMJA8UQDyWTFw2Smhyp9jGA6aTaP7jKHR7BPudrgyYN; VJSDW6S74YXR4rRR9P4xwhMvLZJQMhrUb8XMFirUsy1,2026-07-01T21:08:10.000Z,2026-07-01T21:08:10.000Z,2026-07-01T21:08:14.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 2 wallet(s); ✓ peak≈$11,084 >= floor $10,000 [history]; ✓ peak≈$11,084 <= ceiling $25,000; ✓ vol(h24)=$14,307 >= $10,000; ✓ chain=solana"
buckme.app,buckme.app,1zStE2ya4PTxT8x17xyxRYVTY71KWaA8c1h1o3npump,NA,Classified as NA using token creation time,2169.8,2169.8,10986.202487524088,10986.202487524088,history,10986.202487524088,15654.27,h24,,0.000002169,-11.99,175,156,pumpfun,FcHRm1p6doc7XcmGANBNKBr7xuWHwEELbpNpKdFieeLg,https://dexscreener.com/solana/fchrm1p6doc7xcmganbnkbr7xuwhweelbpnpkdfieelg,286CHN57Km41GsAnDv866WKd6YB6HPSjFgF4rGDJTRLf,2026-07-01T23:37:31.000Z,2026-07-01T23:37:31.000Z,2026-07-01T23:38:18.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 1 wallet(s); ✓ peak≈$10,986 >= floor $10,000 [history]; ✓ peak≈$10,986 <= ceiling $25,000; ✓ vol(h24)=$15,654 >= $10,000; ✓ chain=solana"
ModernEmolumentsMalfeasanceAct,MEMA,G59YJKHoSSpiG5xBcijDdp7jHDQCWCP9iEt6JqKHpump,NA,Classified as NA using DEX Screener pairCreatedAt,2182.8,2182.8,10907.510208871803,10907.510208871803,history,10907.510208871803,28089.77,h24,,0.000002182,-33.39,323,335,pumpfun,Dz2aFzHCrqWv88SE8YjUQx3G8NhDgBj5c4gwAZbve3cZ,https://dexscreener.com/solana/dz2afzhcrqwv88se8yjuqx3g8nhdgbj5c4gwazbve3cz,DPNPVvoGdwNBY849ryx2JZzakWuWbDTfSUYr8aNfKLwA,,2026-07-02T01:29:03.000Z,2026-07-02T01:29:03.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 1 wallet(s); ✓ peak≈$10,908 >= floor $10,000 [history]; ✓ peak≈$10,908 <= ceiling $25,000; ✓ vol(h24)=$28,090 >= $10,000; ✓ chain=solana"
Flagged this message,SAFEGUARD,2MWExGV4ivz7Xjsx52AaH1pkBUpWr2tzfXruntiVpump,NA,Classified as NA using token creation time,2199.94,2199.94,10906.923358894936,10906.923358894936,history,10906.923358894936,36335.13,h24,,0.000002199,-16.03,478,452,pumpfun,JBhRzHKLxU3bqgiYCujPbd59fq6apmaJRnWYp7PQfQss,https://dexscreener.com/solana/jbhrzhklxu3bqgiycujpbd59fq6apmajrnwyp7pqfqss,suqh5sHtr8HyJ7q8scBimULPkPpA557prMG47xCHQfK; FxN3VZ4BosL5urG2yoeQ156JSdmavm9K5fdLxjkPmaMR; 2fg5QD1eD7rzNNCsvnhmXFm5hqNgwTTG8p7kQ6f3rx6f; 99xnE2zEFi8YhmKDaikc1EvH6ELTQJppnqUwMzmpLXrs; FAicXNV5FVqtfbpn4Zccs71XcfGeyxBSGbqLDyDJZjke,2026-07-01T20:52:23.000Z,2026-07-01T20:52:23.000Z,2026-07-01T20:52:27.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 5 wallet(s); ✓ peak≈$10,907 >= floor $10,000 [history]; ✓ peak≈$10,907 <= ceiling $25,000; ✓ vol(h24)=$36,335 >= $10,000; ✓ chain=solana"
Upsyndrome,UP,69pQNqpowzMF3FaRZG4xK5UaGsz2hXJ6sDi71LLUpump,NA,Classified as NA using DEX Screener pairCreatedAt,2330.86,2330.86,10902.850180985675,10902.850180985675,history,10902.850180985675,38134.59,h24,,0.00000233,-10.86,444,367,pumpfun,8y8qvjSKcvt3at1ixT9WQFgtMAGwFKTPRiUX4u8LpLYc,https://dexscreener.com/solana/8y8qvjskcvt3at1ixt9wqfgtmagwfktpriux4u8lplyc,Bi4rd5FH5bYEN8scZ7wevxNZyNmKHdaBcvewdPFxYdLt; DPNPVvoGdwNBY849ryx2JZzakWuWbDTfSUYr8aNfKLwA,,2026-07-01T16:02:01.000Z,2026-07-01T16:02:22.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 2 wallet(s); ✓ peak≈$10,903 >= floor $10,000 [history]; ✓ peak≈$10,903 <= ceiling $25,000; ✓ vol(h24)=$38,135 >= $10,000; ✓ chain=solana"
noble,noble,2R3eG6wo91TRugqe1JCGHScn7ag6vXYP6KHB5p3Bpump,NA,Classified as NA using token creation time,4007.3,4007.3,10901.163209926206,10901.163209926206,history,10901.163209926206,23996.67,h24,,0.000004007,-10.61,216,230,pumpfun,E2CrJHbyC5zSsBKtesGc6Wi62KwU7hXmc2F5wNpzwySk,https://dexscreener.com/solana/e2crjhbyc5zssbktesgc6wi62kwu7hxmc2f5wnpzwysk,CyaE1VxvBrahnPWkqm5VsdCvyS2QmNht2UFrKJHga54o,2026-07-01T21:32:09.000Z,2026-07-01T21:32:09.000Z,2026-07-01T21:32:13.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 1 wallet(s); ✓ peak≈$10,901 >= floor $10,000 [history]; ✓ peak≈$10,901 <= ceiling $25,000; ✓ vol(h24)=$23,997 >= $10,000; ✓ chain=solana"
Robin,Robin,8svrjLkcKHzBjqvyZnfMCr2cQ7NDZ8oDvSZU1TXXpump,NA,Classified as NA using DEX Screener pairCreatedAt,2220.26,2220.26,10823.941659059416,10826.583005170862,history,10826.583005170862,49110.04,h24,,0.00000222,-31.63,605,582,pumpfun,CGjLtzwywcoAuiHWutvKzX3bofe3Qtcg47c7jmwY9jjD,https://dexscreener.com/solana/cgjltzwywcoauihwutvkzx3bofe3qtcg47c7jmwy9jjd,4vw54BmAogeRV3vPKWyFet5yf8DTLcREzdSzx4rw9Ud9; ardinRsN1mNYVeoJWTBsWeYeXvuR9UUDGMsCDKpb6AT; H31vEBxSJk1nQdUN11qZgZyhScyShhscKhvhZZU3dQoU; DPNPVvoGdwNBY849ryx2JZzakWuWbDTfSUYr8aNfKLwA,,2026-07-01T19:48:24.000Z,2026-07-01T19:48:24.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 4 wallet(s); ✓ peak≈$10,827 >= floor $10,000 [history]; ✓ peak≈$10,827 <= ceiling $25,000; ✓ vol(h24)=$49,110 >= $10,000; ✓ chain=solana"
Frogcatdog,FCD,3Kzhvygvu5dpFuTG2RfXCA9sw3PUJsCF9zpBA9mRpump,NA,Classified as NA using token creation time,2170.18,2170.18,10816.942749829255,10816.942749829255,history,10816.942749829255,13886.61,h24,,0.00000217,-34.09,126,175,pumpfun,cBy9CBySQDPfbvJntdyG6chd13QKKnfNFXHXDeAzBmz,https://dexscreener.com/solana/cby9cbysqdpfbvjntdyg6chd13qkknfnfxhxdeazbmz,VJSDW6S74YXR4rRR9P4xwhMvLZJQMhrUb8XMFirUsy1,2026-07-01T17:54:52.000Z,2026-07-01T17:54:52.000Z,2026-07-01T17:55:58.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 1 wallet(s); ✓ peak≈$10,817 >= floor $10,000 [history]; ✓ peak≈$10,817 <= ceiling $25,000; ✓ vol(h24)=$13,887 >= $10,000; ✓ chain=solana"
Adoぬい,ADO,7bHahZHuJa7pRtnV3MUmjDsaGfTkg2AL1VBWfXaapump,NA,Classified as NA using DEX Screener pairCreatedAt,2163.86,2163.86,10805.19014823931,10805.19014823931,history,10805.19014823931,27431.46,h24,,0.000002163,-28.89,336,297,pumpfun,7KWtnCSefW6f3M1hHKXGM9iYWgQjzSJYftytPkyuWBda,https://dexscreener.com/solana/7kwtncsefw6f3m1hhkxgm9iywgqjzsjyftytpkyuwbda,Bi4rd5FH5bYEN8scZ7wevxNZyNmKHdaBcvewdPFxYdLt,,2026-07-01T17:30:23.000Z,2026-07-01T17:30:30.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 1 wallet(s); ✓ peak≈$10,805 >= floor $10,000 [history]; ✓ peak≈$10,805 <= ceiling $25,000; ✓ vol(h24)=$27,431 >= $10,000; ✓ chain=solana"
Payback Scheme,PAYBACK,6giPLYeRoFfsEcxEJDHd79b3WzDojjWdDeB2uc7Ppump,NA,Classified as NA using token creation time,2172.66,2172.66,10786.601351017232,10786.601351017232,history,10786.601351017232,12275.34,h24,,0.000002172,-8.91,131,140,pumpfun,GcG2zAFXqPyrkYnn1kY9SBGjRNke95Ur6RuEeGAvJ9yF,https://dexscreener.com/solana/gcg2zafxqpyrkynn1ky9sbgjrnke95ur6rueegavj9yf,FxN3VZ4BosL5urG2yoeQ156JSdmavm9K5fdLxjkPmaMR; 2fg5QD1eD7rzNNCsvnhmXFm5hqNgwTTG8p7kQ6f3rx6f,2026-07-01T23:15:31.000Z,2026-07-01T23:15:31.000Z,2026-07-01T23:15:38.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 2 wallet(s); ✓ peak≈$10,787 >= floor $10,000 [history]; ✓ peak≈$10,787 <= ceiling $25,000; ✓ vol(h24)=$12,275 >= $10,000; ✓ chain=solana"
Open Ram,RAM,6TjXTdZLNYiKuKBLsvn1pQCkziHawm2dGaS5crVYpump,NA,Classified as NA using token creation time,2190.03,2190.03,10760.136739496498,10760.136739496498,history,10760.136739496498,13595.32,h24,,0.00000219,-5.02,94,110,pumpfun,556fqaWmDPX75tFTgFkjDr5EvF5D9e17yeky1q22RCBG,https://dexscreener.com/solana/556fqawmdpx75tftgfkjdr5evf5d9e17yeky1q22rcbg,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj; FhZmTCs7enzPDN1RpgJPUcZPfX6FKJ9uqj7ch2jtggGW,2026-07-02T01:24:54.000Z,2026-07-02T01:24:54.000Z,2026-07-02T01:29:27.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 2 wallet(s); ✓ peak≈$10,760 >= floor $10,000 [history]; ✓ peak≈$10,760 <= ceiling $25,000; ✓ vol(h24)=$13,595 >= $10,000; ✓ chain=solana"
Tassie the Tiger,TASSIE,ZSpZ42jawgsgx4cdEi21aUiDtS8iEBEnLD8vLU4pump,NA,Classified as NA using token creation time,2165.86,2165.86,10740.12526172136,10740.12526172136,history,10740.12526172136,18837.45,h24,,0.000002165,-17.22,237,227,pumpfun,FWoQWCRjB6fuDwjjFHCUtXvbDLKnxyyrJTfqGzBneQaa,https://dexscreener.com/solana/fwoqwcrjb6fudwjjfhcutxvbdlknxyyrjtfqgzbneqaa,831yhv67QpKqLBJjbmw2xoDUeeFHGUx8RnuRj9imeoEs; BTf4A2exGK9BCVDNzy65b9dUzXgMqB4weVkvTMFQsadd; 99xnE2zEFi8YhmKDaikc1EvH6ELTQJppnqUwMzmpLXrs; 29yFzeBZgxf5zqrAkKXwgZtQehRf4pL8WbV2nRJikbw8; H31vEBxSJk1nQdUN11qZgZyhScyShhscKhvhZZU3dQoU,2026-07-01T15:41:37.000Z,2026-07-01T15:41:37.000Z,2026-07-01T15:41:37.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 5 wallet(s); ✓ peak≈$10,740 >= floor $10,000 [history]; ✓ peak≈$10,740 <= ceiling $25,000; ✓ vol(h24)=$18,837 >= $10,000; ✓ chain=solana"
BullshitCoin,BULLSHIT,3Bakh5iizbkAmvj5unky4VJN2jLkL5qkiVKHAjjZpump,NA,Classified as NA using DEX Screener pairCreatedAt,2166.86,2166.86,10729.205631203893,10729.205631203893,history,10729.205631203893,29669.74,h24,,0.000002166,-17.41,355,384,pumpfun,D1CmKvA5UYjyuDCE2TNkqxC9LN1wRgrhkZ15AaeB8XuD,https://dexscreener.com/solana/d1cmkva5uyjyudce2tnkqxc9ln1wrgrhkz15aaeb8xud,7moqFjvm2MwAiMtCZoqYoTAPzRBxxMRT2ddyHThQuWjr; FxN3VZ4BosL5urG2yoeQ156JSdmavm9K5fdLxjkPmaMR; 2fg5QD1eD7rzNNCsvnhmXFm5hqNgwTTG8p7kQ6f3rx6f; DPNPVvoGdwNBY849ryx2JZzakWuWbDTfSUYr8aNfKLwA,,2026-07-01T18:32:27.000Z,2026-07-01T18:32:27.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 4 wallet(s); ✓ peak≈$10,729 >= floor $10,000 [history]; ✓ peak≈$10,729 <= ceiling $25,000; ✓ vol(h24)=$29,670 >= $10,000; ✓ chain=solana"
Ruby The Traindog,Ruby,8gTqFSYYaMRU3TckqZDiAZFFkaWLdHRTpY1N4Ex7pump,NA,Classified as NA using token creation time,2154.8,2154.8,10690.516254415223,10690.516254415223,history,10690.516254415223,12668.74,h24,,0.000002154,-17.8,118,140,pumpfun,HGym3uvTz1dU1gbiKUjofjYzPcJvBX6EwDEDnpCSTQzH,https://dexscreener.com/solana/hgym3uvtz1du1gbikujofjyzpcjvbx6ewdednpcstqzh,suqh5sHtr8HyJ7q8scBimULPkPpA557prMG47xCHQfK; FxN3VZ4BosL5urG2yoeQ156JSdmavm9K5fdLxjkPmaMR; 2fg5QD1eD7rzNNCsvnhmXFm5hqNgwTTG8p7kQ6f3rx6f,2026-07-01T19:14:40.000Z,2026-07-01T19:14:40.000Z,2026-07-01T19:14:47.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 3 wallet(s); ✓ peak≈$10,691 >= floor $10,000 [history]; ✓ peak≈$10,691 <= ceiling $25,000; ✓ vol(h24)=$12,669 >= $10,000; ✓ chain=solana"
ModernEmolumentsMalfeasanceAct,MEMA,ADTskQdrLZ5fpi7XygxKY7HVeCLUMGN9MashHUtVpump,NA,Classified as NA using token creation time,2185.27,2185.27,10670.958227290288,10670.958227290288,history,10670.958227290288,25162.99,h24,,0.000002185,-5.9,203,190,pumpfun,9ApCBaTAbXefSbP5us4smFMh3NrLyG4uAAaggx5LfzCg,https://dexscreener.com/solana/9apcbatabxefsbp5us4smfmh3nrlyg4uaaaggx5lfzcg,Bi4rd5FH5bYEN8scZ7wevxNZyNmKHdaBcvewdPFxYdLt; FhZmTCs7enzPDN1RpgJPUcZPfX6FKJ9uqj7ch2jtggGW; DPNPVvoGdwNBY849ryx2JZzakWuWbDTfSUYr8aNfKLwA,2026-07-02T01:25:31.000Z,2026-07-02T01:25:31.000Z,2026-07-02T01:25:35.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 3 wallet(s); ✓ peak≈$10,671 >= floor $10,000 [history]; ✓ peak≈$10,671 <= ceiling $25,000; ✓ vol(h24)=$25,163 >= $10,000; ✓ chain=solana"
Crypto Life,CRYPTO,2VQJZrfVEUk6xddWDh2Gy7i6oSwQJndQmzjX3wMupump,NA,Classified as NA using DEX Screener pairCreatedAt,2165.91,2165.91,10669.972919354126,10669.972919354126,history,10669.972919354126,25506.4,h24,,0.000002165,-26.61,234,368,pumpfun,73HZBBdwjWAT4M3wX1nZwoJTyCVC6gnpZm9D9U22TreN,https://dexscreener.com/solana/73hzbbdwjwat4m3wx1nzwojtycvc6gnpzm9d9u22tren,4vw54BmAogeRV3vPKWyFet5yf8DTLcREzdSzx4rw9Ud9; 6S8GezkxYUfZy9JPtYnanbcZTMB87Wjt1qx3c6ELajKC,,2026-07-01T15:24:59.000Z,2026-07-01T15:25:21.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 2 wallet(s); ✓ peak≈$10,670 >= floor $10,000 [history]; ✓ peak≈$10,670 <= ceiling $25,000; ✓ vol(h24)=$25,506 >= $10,000; ✓ chain=solana"
Hood Cult,HOOD,BdFJKzbQh5QGc8yEHjYRQJNVMLB2h8CeU3S68c7Bhood,NA,Classified as NA using token creation time,2195.34,2195.34,10636.933921243084,10636.933921243084,history,10636.933921243084,15965.84,h24,,0.000002195,-7.88,205,171,pumpfun,5j38s9aSEHQ9cnxA4X43Kkou45ih51rSU17Zy2s2wzcm,https://dexscreener.com/solana/5j38s9asehq9cnxa4x43kkou45ih51rsu17zy2s2wzcm,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj; HZXdwRRw27kfpYtTqc7bMfrRgK3LSUaiKDFtqoEihik8,2026-07-01T18:55:57.000Z,2026-07-01T18:55:57.000Z,2026-07-01T18:56:03.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 2 wallet(s); ✓ peak≈$10,637 >= floor $10,000 [history]; ✓ peak≈$10,637 <= ceiling $25,000; ✓ vol(h24)=$15,966 >= $10,000; ✓ chain=solana"
Leo Ara Sal Eve Rex,LASER,8FHwBw3viHkPHarbVRCJvtSqNUK5cLnpDHpH183Jpump,NA,Classified as NA using token creation time,2164.87,2164.87,10627.150906688663,10627.150906688663,history,10627.150906688663,24621.74,h24,,0.000002164,-26.37,281,261,pumpfun,HH2bSLEcJErTk6DdJARo1P3g7pi4QsZnAoJroTyrzNkm,https://dexscreener.com/solana/hh2bslecjertk6ddjaro1p3g7pi4qsznaojrotyrznkm,Bi4rd5FH5bYEN8scZ7wevxNZyNmKHdaBcvewdPFxYdLt; H31vEBxSJk1nQdUN11qZgZyhScyShhscKhvhZZU3dQoU,2026-07-01T15:35:59.000Z,2026-07-01T15:35:59.000Z,2026-07-01T15:36:06.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 2 wallet(s); ✓ peak≈$10,627 >= floor $10,000 [history]; ✓ peak≈$10,627 <= ceiling $25,000; ✓ vol(h24)=$24,622 >= $10,000; ✓ chain=solana"
