name,symbol,contractAddress,sessionCategory,sessionCategoryReason,marketCap,fdv,peakMarketCap,athEstimate,peakConfidence,observedAthMarketCap,volume24h,volumeField,liquidityUsd,priceUsd,priceChange24h,buys24h,sells24h,dexId,pairAddress,dexScreenerUrl,wallets,tokenCreatedAtIso,pairCreatedAtIso,firstBuyAtIso,detectedAtIso,filterReason
Gemini Coin,Gemini,8nZF6iV2jrXanMisULGFcG5YtfP3Vn2HupfGTy3Epump,NA,Classified as NA using DEX Screener pairCreatedAt,2271.46,2271.46,24974.645815678934,24974.645815678934,history,24974.645815678934,49488.65,h24,,0.000002271,-43.25,601,636,pumpfun,CeseMgUx7VX5SvMhRZ5r3AuhLtXZ8cn6BAUz3852enK7,https://dexscreener.com/solana/cesemgux7vx5svmhrz5r3auhltxz8cn6bauz3852enk7,CyaE1VxvBrahnPWkqm5VsdCvyS2QmNht2UFrKJHga54o; CXdZ6m2PotNq4D7zKK3af426ohGro1xingNuf68SoKmv; BCagckXeMChUKrHEd6fKFA1uiWDtcmCXMsqaheLiUPJd,,2026-07-02T15:00:29.000Z,2026-07-02T15:00:34.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 3 wallet(s); ✓ peak≈$24,975 >= floor $10,000 [history]; ✓ peak≈$24,975 <= ceiling $25,000; ✓ vol(h24)=$49,489 >= $10,000; ✓ chain=solana"
catwifswag,$WAG,C8vufpnDTv3s3AtwSiyi1aCHXFoa8kFgPKjSngK9pump,NA,Classified as NA using token creation time,8503.9,8503.9,24748.515954914874,24748.515954914874,history,24748.515954914874,98432.68,h24,,0.000008503,266,1624,1298,pumpfun,GdvJhpAxofWHkKFK9FV3fEpaUQQqWPiSt7avhVHLgs37,https://dexscreener.com/solana/gdvjhpaxofwhkkfk9fv3fepauqqqwpist7avhvhlgs37,CXdZ6m2PotNq4D7zKK3af426ohGro1xingNuf68SoKmv; 9iaawVBEsFG35PSwd4PahwT8fYNQe9XYuRdWm872dUqY; FhZmTCs7enzPDN1RpgJPUcZPfX6FKJ9uqj7ch2jtggGW,2026-07-02T22:47:22.000Z,2026-07-02T22:47:22.000Z,2026-07-02T22:47:31.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 3 wallet(s); ✓ peak≈$24,749 >= floor $10,000 [history]; ✓ peak≈$24,749 <= ceiling $25,000; ✓ vol(h24)=$98,433 >= $10,000; ✓ chain=solana"
Pip the Baby Squirrel,PIP,FxUfZyLQna7TWZmJgBFs1cEEiUAMSZZp2DHYhhmNpump,NA,Classified as NA using DEX Screener pairCreatedAt,2519.6,2519.6,24714.391217249937,24714.391217249937,history,24714.391217249937,88337.97,h24,,0.000002519,-10.74,1556,1237,pumpfun,DrWbjijPk9S5eAut7NvNjR6xCpD9LRTgTXNmEGt5PXHu,https://dexscreener.com/solana/drwbjijpk9s5eaut7nvnjr6xcpd9lrtgtxnmegt5pxhu,PMJA8UQDyWTFw2Smhyp9jGA6aTaP7jKHR7BPudrgyYN; CXdZ6m2PotNq4D7zKK3af426ohGro1xingNuf68SoKmv,,2026-07-02T18:30:51.000Z,2026-07-02T18:30:53.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 2 wallet(s); ✓ peak≈$24,714 >= floor $10,000 [history]; ✓ peak≈$24,714 <= ceiling $25,000; ✓ vol(h24)=$88,338 >= $10,000; ✓ chain=solana"
ALTERIA,ALT,5jKPkBruAiYKkaF8V3XDyKYdg3wh2FzgxZiXQkEBpump,NA,Classified as NA using token creation time,11978.69,11978.69,24541.067911230304,24541.067911230304,history,24541.067911230304,120950.63,h24,,0.00001197,391,1429,1073,pumpfun,CgXE5JkAeTKJ71tTQuRNj6JQhaDoMcEEJa3vHLsGR1HA,https://dexscreener.com/solana/cgxe5jkaetkj71ttqurnj6jqhadomceeja3vhlsgr1ha,FhZmTCs7enzPDN1RpgJPUcZPfX6FKJ9uqj7ch2jtggGW,2026-07-02T23:57:35.000Z,2026-07-02T23:57:35.000Z,2026-07-02T23:57:40.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 1 wallet(s); ✓ peak≈$24,541 >= floor $10,000 [history]; ✓ peak≈$24,541 <= ceiling $25,000; ✓ vol(h24)=$120,951 >= $10,000; ✓ chain=solana"
Messi the Puma,Месси,8fsfVtrFRSYTa5gN9FDqJpt88sVUPtqUewetD56Vpump,NA,Classified as NA using DEX Screener pairCreatedAt,2273.84,2273.84,24509.181823268238,24509.181823268238,history,24509.181823268238,66222.77,h24,,0.000002273,-21.88,727,627,pumpfun,H3umE6y2UvNo6vrKWPxZacrqigv7xCbUFRJx6U1ByS9Y,https://dexscreener.com/solana/h3ume6y2uvno6vrkwpxzacrqigv7xcbufrjx6u1bys9y,4vw54BmAogeRV3vPKWyFet5yf8DTLcREzdSzx4rw9Ud9,,2026-07-02T18:39:07.000Z,2026-07-02T18:39:18.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 1 wallet(s); ✓ peak≈$24,509 >= floor $10,000 [history]; ✓ peak≈$24,509 <= ceiling $25,000; ✓ vol(h24)=$66,223 >= $10,000; ✓ chain=solana"
tremp mubile,t1,tsC5usLGucHKxDKnEqZ3iP3FihAQceEMaXGFWb2pump,NA,Classified as NA using DEX Screener pairCreatedAt,6158.28,6158.28,24498.717049821214,24499.004930960633,history,24499.004930960633,165011.27,h24,,0.000006158,114,2217,1767,pumpfun,C3JQPiEyEu5HmVk4fmVrziqtQ4o5bbJhuTP9JyKFLLFA,https://dexscreener.com/solana/c3jqpieyeu5hmvk4fmvrziqtq4o5bbjhutp9jykfllfa,4sAUSQFdvWRBxR8UoLBYbw8CcXuwXWxnN8pXa4mtm5nU; CXdZ6m2PotNq4D7zKK3af426ohGro1xingNuf68SoKmv; Bi4rd5FH5bYEN8scZ7wevxNZyNmKHdaBcvewdPFxYdLt; BCagckXeMChUKrHEd6fKFA1uiWDtcmCXMsqaheLiUPJd; VJSDW6S74YXR4rRR9P4xwhMvLZJQMhrUb8XMFirUsy1; gangJEP5geDHjPVRhDS5dTF5e6GtRvtNogMEEVs91RV; 6S8GezkxYUfZy9JPtYnanbcZTMB87Wjt1qx3c6ELajKC,,2026-07-02T16:29:58.000Z,2026-07-02T16:30:07.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 7 wallet(s); ✓ peak≈$24,499 >= floor $10,000 [history]; ✓ peak≈$24,499 <= ceiling $25,000; ✓ vol(h24)=$165,011 >= $10,000; ✓ chain=solana"
CHONKS,CHONKS,8Mq5ukg48ic5htbBYNVbGiqm2V2S7tBVpw8XAEztpump,NA,Classified as NA using DEX Screener pairCreatedAt,2369.5,2369.5,24433.447108328237,24433.447108328237,history,24433.447108328237,68085.89,h24,,0.000002369,-70.09,917,832,pumpfun,FWqnh19p6PZK2gM3jGiBV8nXDmiZwgtjYEoRVrHZe4Z6,https://dexscreener.com/solana/fwqnh19p6pzk2gm3jgibv8nxdmizwgtjyeorvrhze4z6,VJSDW6S74YXR4rRR9P4xwhMvLZJQMhrUb8XMFirUsy1,,2026-07-02T15:44:30.000Z,2026-07-02T15:44:41.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 1 wallet(s); ✓ peak≈$24,433 >= floor $10,000 [history]; ✓ peak≈$24,433 <= ceiling $25,000; ✓ vol(h24)=$68,086 >= $10,000; ✓ chain=solana"
SAUCER1,SAUCER1,Ed2UZ6BfLXoxkJmEDxLV3xXdyANaMsZFBNNv8x6apump,NA,Classified as NA using DEX Screener pairCreatedAt,2279.17,2279.17,24417.51551751038,24417.51551751038,history,24417.51551751038,68042.89,h24,,0.000002279,-55.23,566,600,pumpfun,75KAZ6j9VzMKwMxzNVP35NdgVKDW8tWj49V4LP5inSVh,https://dexscreener.com/solana/75kaz6j9vzmkwmxznvp35ndgvkdw8twj49v4lp5insvh,EaVboaPxFCYanjoNWdkxTbPvt57nhXGu5i6m9m6ZS2kK; suqh5sHtr8HyJ7q8scBimULPkPpA557prMG47xCHQfK; FxN3VZ4BosL5urG2yoeQ156JSdmavm9K5fdLxjkPmaMR; CyaE1VxvBrahnPWkqm5VsdCvyS2QmNht2UFrKJHga54o; 2fg5QD1eD7rzNNCsvnhmXFm5hqNgwTTG8p7kQ6f3rx6f; Bi4rd5FH5bYEN8scZ7wevxNZyNmKHdaBcvewdPFxYdLt; 8fsKLLtvKNanL4ginCaiRS6UfeemY11rSf8U8fN1dJw4,,2026-07-02T16:07:34.000Z,2026-07-02T16:21:10.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 7 wallet(s); ✓ peak≈$24,418 >= floor $10,000 [history]; ✓ peak≈$24,418 <= ceiling $25,000; ✓ vol(h24)=$68,043 >= $10,000; ✓ chain=solana"
BUY .1 SOL AND HOLD,HOLD,7ZLUKKxZ53uGKo6EnFCEk6AjMPqce77gGXvhR2URpump,NA,Classified as NA using DEX Screener pairCreatedAt,2283.55,2283.55,24293.148827706424,24293.148827706424,history,24293.148827706424,63126.12,h24,,0.000002283,-75.23,604,490,pumpfun,8WV6ncd4hwieWFLW51yDsyiyx6jyhtTr7NQD2285wthL,https://dexscreener.com/solana/8wv6ncd4hwiewflw51ydsyiyx6jyhttr7nqd2285wthl,Bi4rd5FH5bYEN8scZ7wevxNZyNmKHdaBcvewdPFxYdLt,,2026-07-02T20:35:20.000Z,2026-07-02T20:35:31.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 1 wallet(s); ✓ peak≈$24,293 >= floor $10,000 [history]; ✓ peak≈$24,293 <= ceiling $25,000; ✓ vol(h24)=$63,126 >= $10,000; ✓ chain=solana"
The Wise Bull,GOYIM,FBVirkijhFeU8haCVgN2GwYDLip6FdVJZ5nc3rgZpump,NA,Classified as NA using DEX Screener pairCreatedAt,2636.73,2636.73,23993.215812135615,23993.215812135615,history,23993.215812135615,44844.61,h24,,0.000002636,-0.14,712,408,pumpfun,EQWFVcGJU8NY4nVMzQVW6q3AZ2CTwnmG1dAu6qmEfrnQ,https://dexscreener.com/solana/eqwfvcgju8ny4nvmzqvw6q3az2ctwnmg1dau6qmefrnq,PMJA8UQDyWTFw2Smhyp9jGA6aTaP7jKHR7BPudrgyYN; CXdZ6m2PotNq4D7zKK3af426ohGro1xingNuf68SoKmv,,2026-06-28T18:03:03.000Z,2026-07-02T16:42:44.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 2 wallet(s); ✓ peak≈$23,993 >= floor $10,000 [history]; ✓ peak≈$23,993 <= ceiling $25,000; ✓ vol(h24)=$44,845 >= $10,000; ✓ chain=solana"
Flying Kamikaze Squirrel,FKS,9GzK7iQebWRF98ZHtUgs7ddVykEH2QqEv6L47nsBpump,NA,Classified as NA using token creation time,2255.49,2255.49,23942.68862462513,23942.68862462513,history,23942.68862462513,53762.51,h24,,0.000002255,-18.55,447,535,pumpfun,2L8XnBBuhc8r8YWoRkeV1NmwELsFNhVjZmiGDk2rNhV5,https://dexscreener.com/solana/2l8xnbbuhc8r8yworkev1nmwelsfnhvjzmigdk2rnhv5,4vw54BmAogeRV3vPKWyFet5yf8DTLcREzdSzx4rw9Ud9; Bi4rd5FH5bYEN8scZ7wevxNZyNmKHdaBcvewdPFxYdLt; FAjy79ncahjN7kMQZsowwRK3mhXTnc3bPHkX3HxUv8y6; FhZmTCs7enzPDN1RpgJPUcZPfX6FKJ9uqj7ch2jtggGW; 97K6nsFhBWDKwQf6heDDhDtsCRC4779LPHSFZkc2zqK4,2026-07-02T22:18:43.000Z,2026-07-02T22:18:43.000Z,2026-07-02T22:18:50.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 5 wallet(s); ✓ peak≈$23,943 >= floor $10,000 [history]; ✓ peak≈$23,943 <= ceiling $25,000; ✓ vol(h24)=$53,763 >= $10,000; ✓ chain=solana"
The Business Bull,HAYES,GRzxoTp2t7E28KgiKiPdFYmvkV1Msg3N1LpnugEHpump,NA,Classified as NA using token creation time,2293.38,2293.38,23933.74541294605,23933.74541294605,history,23933.74541294605,13405.33,h24,,0.000002293,-82.45,63,49,pumpfun,hmQtncvmYFotHv5tFt7RPqrUnt2TpU8CKKwf8FnM2ve,https://dexscreener.com/solana/hmqtncvmyfothv5tft7rpqrunt2tpu8ckkwf8fnm2ve,CXdZ6m2PotNq4D7zKK3af426ohGro1xingNuf68SoKmv; BCagckXeMChUKrHEd6fKFA1uiWDtcmCXMsqaheLiUPJd,2026-07-02T19:51:38.000Z,2026-07-02T19:51:38.000Z,2026-07-02T19:51:46.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 2 wallet(s); ✓ peak≈$23,934 >= floor $10,000 [history]; ✓ peak≈$23,934 <= ceiling $25,000; ✓ vol(h24)=$13,405 >= $10,000; ✓ chain=solana"
MrBull,MrBull,4pAwFhtMhiSFDMEDwtpSY1wj5s3EBEJ7hpqpKLHXpump,NA,Classified as NA using token creation time,2265.68,2265.68,23876.436018504035,23876.436018504035,history,23876.436018504035,21518.74,h24,,0.000002265,-60.95,153,907,pumpfun,89S9JRoqpNBS1BQGTyTCcyWqnxJLb8cs2i4rkrwsovQi,https://dexscreener.com/solana/89s9jroqpnbs1bqgtytccywqnxjlb8cs2i4rkrwsovqi,Bi4rd5FH5bYEN8scZ7wevxNZyNmKHdaBcvewdPFxYdLt,2026-07-02T18:50:23.000Z,2026-07-02T18:50:23.000Z,2026-07-02T18:51:56.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 1 wallet(s); ✓ peak≈$23,876 >= floor $10,000 [history]; ✓ peak≈$23,876 <= ceiling $25,000; ✓ vol(h24)=$21,519 >= $10,000; ✓ chain=solana"
ponk,ponk,6RxsYX3V5a7gjkyNvofffekAZtBziMMenzjpgDcQbonk,EU,Classified as EU using token creation time,2426.43,2426.43,23858.808121419173,23858.808121419173,history,23858.808121419173,67122.35,h24,,0.000002426,3.54,1236,928,launchlab,4M2ByV79seY4YuL8kqNSNhTSXZs3HMJAmhp9mmJ5tCGC,https://dexscreener.com/solana/4m2byv79sey4yul8kqnsnhtsxzs3hmjamhp9mmj5tcgc,4vw54BmAogeRV3vPKWyFet5yf8DTLcREzdSzx4rw9Ud9; 5ZuV8eqkvzYFVEKbLvGBdexL2tFv7E5BCd2HZpjqbdg; 97K6nsFhBWDKwQf6heDDhDtsCRC4779LPHSFZkc2zqK4,2026-07-03T03:48:34.000Z,2026-07-03T03:48:34.000Z,2026-07-03T03:49:04.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 3 wallet(s); ✓ peak≈$23,859 >= floor $10,000 [history]; ✓ peak≈$23,859 <= ceiling $25,000; ✓ vol(h24)=$67,122 >= $10,000; ✓ chain=solana"
THE INSIDERS,INSIDERS,6xSmp1ykYeex1LGvignUcUS5LYUetS3caoWa9FRhpump,NA,Classified as NA using token creation time,2256.57,2256.57,23840.520609845134,23840.520609845134,history,23840.520609845134,28041.6,h24,,0.000002256,-26.63,181,153,pumpfun,C6RmocoQdnkGEb8b8N84yPcSn36mvzBFTznp8H6aBw82,https://dexscreener.com/solana/c6rmocoqdnkgeb8b8n84ypcsn36mvzbftznp8h6abw82,CtPxvpWo1pk7HtL6KwpCLMMdsXHC6fdqAN1bPiracaQq,2026-07-02T21:43:52.000Z,2026-07-02T21:43:53.000Z,2026-07-02T21:44:10.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 1 wallet(s); ✓ peak≈$23,841 >= floor $10,000 [history]; ✓ peak≈$23,841 <= ceiling $25,000; ✓ vol(h24)=$28,042 >= $10,000; ✓ chain=solana"
Coin Name,CoinTicker,7UrhzcHnMdW6mdVt4Cp8hSgwu5nn8ETZYBTaJ75Cpump,NA,Classified as NA using token creation time,2259.38,2259.38,23834.833116190384,23834.833116190384,history,23834.833116190384,48954.18,h24,,0.000002259,-26.64,376,314,pumpfun,BoRtfYbdtrMBEGScW1kEL2omU2pmK7R4hHXnMbY6RnsE,https://dexscreener.com/solana/bortfybdtrmbegscw1kel2omu2pmk7r4hhxnmby6rnse,suqh5sHtr8HyJ7q8scBimULPkPpA557prMG47xCHQfK; FxN3VZ4BosL5urG2yoeQ156JSdmavm9K5fdLxjkPmaMR; 2fg5QD1eD7rzNNCsvnhmXFm5hqNgwTTG8p7kQ6f3rx6f; sAdNbe1cKNMDqDsa4npB3TfL62T14uAo2MsUQfLvzLT,2026-07-02T16:09:10.000Z,2026-07-02T16:09:10.000Z,2026-07-02T16:09:15.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 4 wallet(s); ✓ peak≈$23,835 >= floor $10,000 [history]; ✓ peak≈$23,835 <= ceiling $25,000; ✓ vol(h24)=$48,954 >= $10,000; ✓ chain=solana"
Saj the Cat,Saj,9xBQaHsZGvhsz6N8sqKT7pZ9fh3StyKp8EfB1uDYpump,EU,Classified as EU using DEX Screener pairCreatedAt,3179.03,3179.03,23801.64762967528,23805.28364543424,history,23805.28364543424,21073.4,h24,,0.000003179,-60.86,279,307,pumpfun,HWfHVDSDmkStJth4wYVio66bKtX6XvgXEWXeUpFSgKke,https://dexscreener.com/solana/hwfhvdsdmkstjth4wyvio66bktx6xvgxewxeupfsgkke,CXdZ6m2PotNq4D7zKK3af426ohGro1xingNuf68SoKmv,,2026-07-02T11:49:14.000Z,2026-07-02T14:09:05.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 1 wallet(s); ✓ peak≈$23,805 >= floor $10,000 [history]; ✓ peak≈$23,805 <= ceiling $25,000; ✓ vol(h24)=$21,073 >= $10,000; ✓ chain=solana"
MYTHOSCHAIN,MYTHOS,Ha9muByC3ujMzh3uNRLMEtTv1tdoQ1KiHz7KRVE8pump,NA,Classified as NA using token creation time,3148.14,3148.14,23725.195717942133,23726.23607738119,history,23726.23607738119,119778.87,h24,,0.000003148,33.55,1735,1249,pumpfun,7Y1Mpw45MiTW46rGHLPHGCLsgFJFHDwLb8hiUrWgQkAE,https://dexscreener.com/solana/7y1mpw45mitw46rghlphgclsgfjfhdwlb8hiurwgqkae,CXdZ6m2PotNq4D7zKK3af426ohGro1xingNuf68SoKmv; 5ZuV8eqkvzYFVEKbLvGBdexL2tFv7E5BCd2HZpjqbdg,2026-07-03T01:27:22.000Z,2026-07-03T01:27:22.000Z,2026-07-03T01:27:30.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 2 wallet(s); ✓ peak≈$23,726 >= floor $10,000 [history]; ✓ peak≈$23,726 <= ceiling $25,000; ✓ vol(h24)=$119,779 >= $10,000; ✓ chain=solana"
Justice For Jennifer & Sergio,VILLANUEVAS,Cypju5WAf6G7cT9FDZd6LdeUg9e2UNFXnoqVPcoaf5jC,NA,Classified as NA using DEX Screener pairCreatedAt,2300.29,2300.29,23522.41398755052,23524.903768764194,history,23524.903768764194,99648.26,h24,,0.0000023,-25.09,1150,1057,pumpfun,HrGWbZpKpNNKeFKut9XXyYKHAMKBXK2eJizxHMyhraSW,https://dexscreener.com/solana/hrgwbzpkpnnkefkut9xxyykhamkbxk2ejizxhmyhrasw,3h65MmPZksoKKyEpEjnWU2Yk2iYT5oZDNitGy5cTaxoE; suqh5sHtr8HyJ7q8scBimULPkPpA557prMG47xCHQfK; FxN3VZ4BosL5urG2yoeQ156JSdmavm9K5fdLxjkPmaMR; 2fg5QD1eD7rzNNCsvnhmXFm5hqNgwTTG8p7kQ6f3rx6f; sAdNbe1cKNMDqDsa4npB3TfL62T14uAo2MsUQfLvzLT; ardinRsN1mNYVeoJWTBsWeYeXvuR9UUDGMsCDKpb6AT; gangJEP5geDHjPVRhDS5dTF5e6GtRvtNogMEEVs91RV; FAicXNV5FVqtfbpn4Zccs71XcfGeyxBSGbqLDyDJZjke,,2026-07-02T21:06:08.000Z,2026-07-02T21:06:11.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 8 wallet(s); ✓ peak≈$23,525 >= floor $10,000 [history]; ✓ peak≈$23,525 <= ceiling $25,000; ✓ vol(h24)=$99,648 >= $10,000; ✓ chain=solana"
Stud,Stud,7MMqvANRBfBr8CabmMxQkRhFyhSBix2gYFQ7X4Gpump,NA,Classified as NA using DEX Screener pairCreatedAt,2283.38,2283.38,23475.843419598586,23477.695975953044,history,23477.695975953044,73990.67,h24,,0.000002283,-18.34,999,769,pumpfun,1nBD6j1FfmspHNYcUV4XwcoswiYixX7vBi31ENjZFaj,https://dexscreener.com/solana/1nbd6j1ffmsphnycuv4xwcoswiyixx7vbi31enjzfaj,831yhv67QpKqLBJjbmw2xoDUeeFHGUx8RnuRj9imeoEs; suqh5sHtr8HyJ7q8scBimULPkPpA557prMG47xCHQfK; FxN3VZ4BosL5urG2yoeQ156JSdmavm9K5fdLxjkPmaMR; CyaE1VxvBrahnPWkqm5VsdCvyS2QmNht2UFrKJHga54o; 9iaawVBEsFG35PSwd4PahwT8fYNQe9XYuRdWm872dUqY; 2fg5QD1eD7rzNNCsvnhmXFm5hqNgwTTG8p7kQ6f3rx6f; BCagckXeMChUKrHEd6fKFA1uiWDtcmCXMsqaheLiUPJd; VJSDW6S74YXR4rRR9P4xwhMvLZJQMhrUb8XMFirUsy1; 8HeDT75s5g4CtCimH5B5nySqCiQhtWii8UnZhxBtFo38; gangJEP5geDHjPVRhDS5dTF5e6GtRvtNogMEEVs91RV,,2026-07-02T18:51:09.000Z,2026-07-02T18:51:09.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 10 wallet(s); ✓ peak≈$23,478 >= floor $10,000 [history]; ✓ peak≈$23,478 <= ceiling $25,000; ✓ vol(h24)=$73,991 >= $10,000; ✓ chain=solana"
boing cat,boing,99FvPEm2zoNfVM2XK77Dp8mxaCdEKwoPhR1LK7tdpump,EU,Classified as EU using DEX Screener pairCreatedAt,6710.6,6710.6,23382.65450543406,23388.079701352737,history,23388.079701352737,35697.61,h24,,0.00000671,-66.7,363,318,pumpfun,FHxc7DWazG5oWTkhq7c4YcRqQYpGCEN1auq1sixKJ2qw,https://dexscreener.com/solana/fhxc7dwazg5owtkhq7c4ycrqqypgcen1auq1sixkj2qw,CXdZ6m2PotNq4D7zKK3af426ohGro1xingNuf68SoKmv,,2026-07-01T04:12:35.000Z,2026-07-02T18:00:33.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 1 wallet(s); ✓ peak≈$23,388 >= floor $10,000 [history]; ✓ peak≈$23,388 <= ceiling $25,000; ✓ vol(h24)=$35,698 >= $10,000; ✓ chain=solana"
Joseph the Possum,JOSEPH,DnN7BGNSqfS6aZcsMcbXMgVvv5AzUSwGAKZdwh9Apump,NA,Classified as NA using DEX Screener pairCreatedAt,5769.88,5769.88,23259.548360987974,23277.988807235317,history,23277.988807235317,191560.46,h24,,0.000005769,101,2318,1694,pumpfun,Eye9H9j6dNxXMtNQ6yWYbCDzg7rkRT1dkuUR5HurTxVH,https://dexscreener.com/solana/eye9h9j6dnxxmtnq6ywybcdzg7rkrt1dkuur5hurtxvh,EaVboaPxFCYanjoNWdkxTbPvt57nhXGu5i6m9m6ZS2kK; 3h65MmPZksoKKyEpEjnWU2Yk2iYT5oZDNitGy5cTaxoE; CyaE1VxvBrahnPWkqm5VsdCvyS2QmNht2UFrKJHga54o; CXdZ6m2PotNq4D7zKK3af426ohGro1xingNuf68SoKmv; 922VvmmYDHV9KMTJJ71Y5Yd3Vn7cfJuFasLNSsZPygrG; Bi4rd5FH5bYEN8scZ7wevxNZyNmKHdaBcvewdPFxYdLt; FhZmTCs7enzPDN1RpgJPUcZPfX6FKJ9uqj7ch2jtggGW,,2026-07-03T01:46:23.000Z,2026-07-03T01:46:51.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 7 wallet(s); ✓ peak≈$23,278 >= floor $10,000 [history]; ✓ peak≈$23,278 <= ceiling $25,000; ✓ vol(h24)=$191,560 >= $10,000; ✓ chain=solana"
Bull Market,BULLMARKET,DHvES5fphGKsPgncgZ72B7KFERgit5VxMH5H4d1Xpump,EU,Classified as EU using DEX Screener pairCreatedAt,2475.42,2475.42,23275.737613029567,23275.737613029567,history,23275.737613029567,86235.95,h24,,0.000002475,-40.82,1571,1210,pumpfun,2RkqwYzkHF2vACgYsBn8iSdhLqCY4d8Gc9WnL8fiET84,https://dexscreener.com/solana/2rkqwyzkhf2vacgysbn8isdhlqcy4d8gc9wnl8fiet84,suqh5sHtr8HyJ7q8scBimULPkPpA557prMG47xCHQfK; FxN3VZ4BosL5urG2yoeQ156JSdmavm9K5fdLxjkPmaMR; CXdZ6m2PotNq4D7zKK3af426ohGro1xingNuf68SoKmv; FM1YCKED2KaqB8Uat8aB1nsffR1vezr7s6FAEieXJgke; 2fg5QD1eD7rzNNCsvnhmXFm5hqNgwTTG8p7kQ6f3rx6f; 97K6nsFhBWDKwQf6heDDhDtsCRC4779LPHSFZkc2zqK4,,2026-07-03T05:08:39.000Z,2026-07-03T05:08:39.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 6 wallet(s); ✓ peak≈$23,276 >= floor $10,000 [history]; ✓ peak≈$23,276 <= ceiling $25,000; ✓ vol(h24)=$86,236 >= $10,000; ✓ chain=solana"
bul,bul,HAAMqMrqGbWLYKwds1RSXR1KzXw64ssZfPD9k5hbonk,NA,Classified as NA using token creation time,3454.85,3454.85,23218.77944543022,23218.77944543022,history,23218.77944543022,68483.45,h24,,0.000003454,-8.46,831,779,launchlab,GUj3eCEoT9mdi1QwRgiM87zM3frs26z51QjNQFxsFykT,https://dexscreener.com/solana/guj3eceot9mdi1qwrgim87zm3frs26z51qjnqfxsfykt,CyaE1VxvBrahnPWkqm5VsdCvyS2QmNht2UFrKJHga54o; 4vw54BmAogeRV3vPKWyFet5yf8DTLcREzdSzx4rw9Ud9; 6S8GezkxYUfZy9JPtYnanbcZTMB87Wjt1qx3c6ELajKC,2026-07-02T15:32:41.000Z,2026-07-02T15:32:41.000Z,2026-07-02T15:32:43.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 3 wallet(s); ✓ peak≈$23,219 >= floor $10,000 [history]; ✓ peak≈$23,219 <= ceiling $25,000; ✓ vol(h24)=$68,483 >= $10,000; ✓ chain=solana"
CAPYBARA Currency,CAPYBARA,6ZWN9Eiehd1DcBRNp4yvY9ncGoGXu3Mz5fdKVQZKpump,EU,Classified as EU using token creation time,2256.68,2256.68,23001.994875891785,23001.994875891785,history,23001.994875891785,32363.8,h24,,0.000002256,-11.89,336,332,pumpfun,EDR3GjtL1pq7q1zeG5VUrHxocaYcRSDDYTzMpHpK48a4,https://dexscreener.com/solana/edr3gjtl1pq7q1zeg5vurhxocaycrsddytzmphpk48a4,CyaE1VxvBrahnPWkqm5VsdCvyS2QmNht2UFrKJHga54o; CXdZ6m2PotNq4D7zKK3af426ohGro1xingNuf68SoKmv,2026-07-02T14:40:33.000Z,2026-07-02T14:40:33.000Z,2026-07-02T14:40:37.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 2 wallet(s); ✓ peak≈$23,002 >= floor $10,000 [history]; ✓ peak≈$23,002 <= ceiling $25,000; ✓ vol(h24)=$32,364 >= $10,000; ✓ chain=solana"
Ansem Index,Ansem6900,CWThSQcbdgKqMoQo9uUdAMRP5LK7RYtw2z1op8uTpump,NA,Classified as NA using token creation time,2336.45,2336.45,22999.990046328025,22999.990046328025,history,22999.990046328025,69186.42,h24,,0.000002336,-15.93,596,565,pumpfun,6xVc85gfRauiGG7LHWnX7YysBTEcP8QXeu33uqeJR8ir,https://dexscreener.com/solana/6xvc85gfrauigg7lhwnx7yysbtecp8qxeu33uqejr8ir,sAdNbe1cKNMDqDsa4npB3TfL62T14uAo2MsUQfLvzLT,2026-07-02T19:26:45.000Z,2026-07-02T19:26:45.000Z,2026-07-02T19:27:08.000Z,2026-07-03T14:01:29.047Z,"✓ bought by 1 wallet(s); ✓ peak≈$23,000 >= floor $10,000 [history]; ✓ peak≈$23,000 <= ceiling $25,000; ✓ vol(h24)=$69,186 >= $10,000; ✓ chain=solana"
